BLS_YEAR;NUM_PART;SIGLA_PARTIDO;NOME_PARTIDO;CRITERIA;ANO_ELEICAO;SIGLA_BLS;IDEOLOGY;IDEO.SE;IDEO.RAW;imputed
2017;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2016;PSOL;-0.8869085705725458;0.03983225650034831;-1.401982137776764;0
2017;51;PEN;PARTIDO ECOLÓGICO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;54;PPL;PARTIDO PÁTRIA LIVRE;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;MP;2016;PSD;0.42870816940286366;0.03571636747827592;0.8163501481916704;0
2017;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2016;PCDOB;-0.7215750026338515;0.03808129532834841;-1.093614198085579;0
2017;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;"AVERAGE PTB + PL/PR (14;22)";2016;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;77;SD;SOLIDARIEDADE;MP;2016;SD;0.16896459901053287;0.06499797345247252;0.32852834397262826;0
2017;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;MP;2016;PROS;0.04083392923990393;0.0630107858871277;0.35383329605901176;0
2017;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;MP;2018;REP;0.45377201806460327;0.03558023923877052;0.873371290575884;0
2017;11;PP;PARTIDO PROGRESSISTA;MP;2018;PP;0.6025008134631917;0.03772316524269;1.128231019476177;0
2017;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2018;PDT;-0.3832960115902615;0.03446888070847345;-0.5051171630235249;0
2017;13;PT;PARTIDO DOS TRABALHADORES;MP;2018;PT;-0.6496187363858007;0.03666656314817428;-0.9479271079164908;0
2017;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2018;PTB;0.22215932276432848;0.03345893758693741;0.4805799507234456;0
2017;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2018;MDB;0.4054584547291422;0.03540265958986873;0.7763452688992618;0
2017;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2018;NA;-0.8869085705725458;0.03983225650034831;-1.401982137776764;1
2017;17;PSL;PARTIDO SOCIAL LIBERAL;MP [2021];2018;PSL;0.8432905909014132;0.04258106719560296;1.6908046500609664;0
2017;18;REDE;REDE SUSTENTABILIDADE;MP;2018;REDE;-0.5373889391788617;0.03535088435196604;-0.7990697055382157;0
2017;19;PTN;PARTIDO TRABALHISTA NACIONAL;MP;2018;PODE;0.3015445127512885;0.06650365283221142;0.7451046032619714;0
2017;20;PSC;PARTIDO SOCIAL CRISTÃO;MP;2018;PSC;0.5639948185044908;0.03670704538983903;1.0481677091490489;0
2017;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2018;NA;-0.8869085705725458;0.03983225650034831;-1.401982137776764;1
2017;22;PR;PARTIDO DA REPÚBLICA;MP;2018;PL;0.4657860959796578;0.03600643554935576;0.890587300603221;0
2017;23;PPS;PARTIDO POPULAR SOCIALISTA;MP;2018;CID;-0.1093244393078109;0.03343495059605673;-0.0773753738777715;0
2017;25;DEM;DEMOCRATAS;MP;2018;DEM;0.7661840351636338;0.04028286528197731;1.4195576835967345;0
2017;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2018;NA;-0.8869085705725458;0.03983225650034831;-1.401982137776764;1
2017;30;NOVO;PARTIDO NOVO;HR;2018;NA;0.8432905909014132;0.04258106719560296;1.6908046500609664;1
2017;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;"AVERAGE PDT + PSB (12;40)";2018;NA;-0.2649451013092754;0.033651687961430726;-0.32787600867594074;1
2017;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;35;PMB;PARTIDO DA MULHER BRASILEIRA;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;36;PTC;PARTIDO TRABALHISTA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2018;PSB;-0.14659419102828933;0.032834495214388;-0.15063485432835652;0
2017;43;PV;PARTIDO VERDE;MP;2018;PV;-0.04698150108818051;0.03313477677512129;0.03459343907078414;0
2017;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2018;PSDB;0.49856782905629526;0.03618702538522078;0.917245995951105;0
2017;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2018;PSOL;-0.8869085705725458;0.03983225650034831;-1.401982137776764;0
2017;51;PEN;PARTIDO ECOLÓGICO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;54;PPL;PARTIDO PÁTRIA LIVRE;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;MP;2018;PSD;0.42870816940286366;0.03571636747827592;0.8163501481916704;0
2017;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2018;PCDOB;-0.7215750026338515;0.03808129532834841;-1.093614198085579;0
2017;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;"AVERAGE PTB + PL/PR (14;22)";2018;NA;0.34397270937199315;0.034732686568146584;0.6855836256633333;1
2017;77;SD;SOLIDARIEDADE;MP;2018;SD;0.16896459901053287;0.06499797345247252;0.32852834397262826;0
2017;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;MP;2018;PROS;0.04083392923990393;0.0630107858871277;0.35383329605901176;0
2021;10;REPUBLICANOS;REPUBLICANOS;MP;2020;REP;0.5864131564142074;0.03843031929690949;1.1858128518632798;0
2021;11;PP;PROGRESSISTAS;MP;2020;PP;0.5447890228000977;0.03778623640449617;1.103628827332248;0
2021;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2020;PDT;-0.3538247570835934;0.03628784280333679;-0.5061596535141243;0
2021;13;PT;PARTIDO DOS TRABALHADORES;MP;2020;PT;-0.6983765437546892;0.04019397442850458;-1.1396805226506754;0
2021;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2020;PTB;0.4886842529504632;0.03699447769341493;0.9929405079449276;0
2021;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2020;MDB;0.1549852984548097;0.03494721150157128;0.40445498088808496;0
2021;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2020;NA;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;1
2021;17;PSL;PARTIDO SOCIAL LIBERAL;MP;2020;PSL;0.8432905909014132;0.04258106719560296;1.6908046500609664;0
2021;18;REDE;REDE SUSTENTABILIDADE;"AVERAGE PDT + PSB (12;40)";2020;NA;-0.3906870304043897;0.03668479516518525;-0.566379320193916;1
2021;19;PODE;PODEMOS;MP;2020;PODE;0.4112522994126804;0.03615839240186525;0.8566786410810205;0
2021;20;PSC;PARTIDO SOCIAL CRISTÃO;MP;2020;PSC;0.6304261440658337;0.0714057351359761;1.1594059812751605;0
2021;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2020;NA;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;1
2021;22;PL;PARTIDO LIBERAL;MP;2020;PL;0.5279964897135964;0.03840508669230845;1.0718210809210362;0
2021;23;CIDADANIA;CIDADANIA;MP;2020;CID;-7.353226972635057e-4;0.03492782798578377;0.12590655962637132;0
2021;25;DEM;DEMOCRATAS;MP;2020;DEM;0.46109630884284314;0.03666857273912144;0.9655925178012802;0
2021;27;DC;DEMOCRACIA CRISTÃ;"AVERAGE PTB + PL/PR (14;22)";2020;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2020;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2020;NA;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;1
2021;30;NOVO;PARTIDO NOVO;MP;2020;NOVO;0.7499107220634261;0.04143010093266602;1.5137895171662703;0
2021;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2020;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;35;PMB;PARTIDO DA MULHER BRASILEIRA;"AVERAGE PTB + PL/PR (14;22)";2020;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;36;PTC;PARTIDO TRABALHISTA CRISTÃO;"AVERAGE PTB + PL/PR (14;22)";2020;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2020;PSB;-0.4275493037251859;0.0370817475270337;-0.6265989868737076;0
2021;43;PV;PARTIDO VERDE;"AVERAGE PDT + PSB (12;40)";2020;NA;-0.3906870304043897;0.03668479516518525;-0.566379320193916;1
2021;44;UNIÃO;UNIÃO BRASIL;MP [2025];2020;UB;0.3638644842463156;0.0360515389207497;0.8354337473362077;0
2021;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2020;PSDB;0.1791663820880437;0.03515862994842673;0.43621427785840783;0
2021;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2020;PSOL;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;0
2021;51;PATRIOTA;PATRIOTA;HR;2020;NA;0.8432905909014132;0.04258106719560296;1.6908046500609664;1
2021;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;MP;2020;PSD;0.3215032347089514;0.03532277323711327;0.6852042977606112;0
2021;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2020;PCDOB;-0.8768391379964656;0.10349526281479496;-1.353318682063429;0
2021;70;AVANTE;AVANTE;"AVERAGE PTB + PL/PR (14;22)";2020;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;77;SOLIDARIEDADE;SOLIDARIEDADE;MP;2020;SD;0.22182981483911723;0.06263269171665074;0.496442580691586;0
2021;80;UP;UNIDADE POPULAR;HL;2020;NA;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;1
2021;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;MP;2020;PROS;0.0393441872140402;0.09800389847749004;0.00622316476711198;0
2021;10;REPUBLICANOS;REPUBLICANOS;MP;2022;REP;0.5864131564142074;0.03843031929690949;1.1858128518632798;0
2021;11;PP;PROGRESSISTAS;MP;2022;PP;0.5447890228000977;0.03778623640449617;1.103628827332248;0
2021;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2022;PDT;-0.3538247570835934;0.03628784280333679;-0.5061596535141243;0
2021;13;PT;PARTIDO DOS TRABALHADORES;MP;2022;PT;-0.6983765437546892;0.04019397442850458;-1.1396805226506754;0
2021;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;MP;2022;PTB;0.4886842529504632;0.03699447769341493;0.9929405079449276;0
2021;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2022;MDB;0.1549852984548097;0.03494721150157128;0.40445498088808496;0
2021;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2022;NA;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;1
2021;18;REDE;REDE SUSTENTABILIDADE;"AVERAGE PDT + PSB (12;40)";2022;NA;-0.3906870304043897;0.03668479516518525;-0.566379320193916;1
2021;19;PODE;PODEMOS;MP;2022;PODE;0.4112522994126804;0.03615839240186525;0.8566786410810205;0
2021;20;PSC;PARTIDO SOCIAL CRISTÃO;MP;2022;PSC;0.6304261440658337;0.0714057351359761;1.1594059812751605;0
2021;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2022;NA;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;1
2021;22;PL;PARTIDO LIBERAL;MP;2022;PL;0.5279964897135964;0.03840508669230845;1.0718210809210362;0
2021;23;CIDADANIA;CIDADANIA;MP;2022;CID;-7.353226972635057e-4;0.03492782798578377;0.12590655962637132;0
2021;27;DC;DEMOCRACIA CRISTÃ;"AVERAGE PTB + PL/PR (14;22)";2022;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2022;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2022;NA;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;1
2021;30;NOVO;PARTIDO NOVO;MP;2022;NOVO;0.7499107220634261;0.04143010093266602;1.5137895171662703;0
2021;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2022;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;35;PMB;PARTIDO DA MULHER BRASILEIRA;"AVERAGE PTB + PL/PR (14;22)";2022;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;36;AGIR;AGIR;"AVERAGE PTB + PL/PR (14;22)";2022;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2022;PSB;-0.4275493037251859;0.0370817475270337;-0.6265989868737076;0
2021;43;PV;PARTIDO VERDE;"AVERAGE PDT + PSB (12;40)";2022;NA;-0.3906870304043897;0.03668479516518525;-0.566379320193916;1
2021;44;UNIÃO;UNIÃO BRASIL;MP [2025];2022;UB;0.3638644842463156;0.0360515389207497;0.8354337473362077;0
2021;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2022;PSDB;0.1791663820880437;0.03515862994842673;0.43621427785840783;0
2021;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2022;PSOL;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;0
2021;51;PATRIOTA;PATRIOTA;HR;2022;NA;0.7499107220634261;0.04143010093266602;1.5137895171662703;1
2021;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;MP;2022;PSD;0.3215032347089514;0.03532277323711327;0.6852042977606112;0
2021;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2022;PCDOB;-0.8768391379964656;0.10349526281479496;-1.353318682063429;0
2021;70;AVANTE;AVANTE;"AVERAGE PTB + PL/PR (14;22)";2022;NA;0.5083403713320298;0.037699782192861686;1.032380794432982;1
2021;77;SOLIDARIEDADE;SOLIDARIEDADE;MP;2022;SD;0.22182981483911723;0.06263269171665074;0.496442580691586;0
2021;80;UP;UNIDADE POPULAR;HL;2022;NA;-0.8938057899375446;0.04330719147347121;-1.4769812276664471;1
2021;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;MP;2022;PROS;0.0393441872140402;0.09800389847749004;0.00622316476711198;0
2025;10;REPUBLICANOS;REPUBLICANOS;MP;2024;REP;0.429947078823328;0.03571662674322577;0.9538907832824726;0
2025;11;PP;PROGRESSISTAS;MP;2024;PP;0.4397594911543079;0.03635303197827223;0.9670706451706492;0
2025;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;MP;2024;PDT;-0.4672239899031618;0.03586876835839973;-0.6563530597853882;0
2025;13;PT;PARTIDO DOS TRABALHADORES;MP;2024;PT;-0.7431078509341478;0.03909306221040565;-1.1638551510465756;0
2025;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;MP;2024;MDB;0.02331035920622087;0.03287399295600335;0.22063584308213616;0
2025;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;HL;2024;NA;-0.9529037571833344;0.04264478264601436;-1.5666597890560132;1
2025;18;REDE;REDE SUSTENTABILIDADE;"AVERAGE PDT + PSB (12;40)";2024;NA;-0.4741343561223248;0.035736285735079074;-0.6697662794537889;1
2025;20;PSC;PARTIDO SOCIAL CRISTÃO;MP [2021];2024;PSC;0.6304261440658337;0.0714057351359761;1.1594059812751605;0
2025;21;PCB;PARTIDO COMUNISTA BRASILEIRO;HL;2024;NA;-0.9529037571833344;0.04264478264601436;-1.5666597890560132;1
2025;22;PL;PARTIDO LIBERAL;MP;2024;PL;0.9147286826485822;0.04367143811568499;1.8753361411717595;0
2025;23;CIDADANIA;CIDADANIA;MP;2024;CID;-0.0029104058970686;0.03330440320470624;0.15860912001603003;0
2025;25;PRD;PARTIDO RENOVAÇÃO DEMOCRÁTICA;HR;2024;NA;0.9147286826485822;0.04367143811568499;1.8753361411717595;1
2025;27;DC;DEMOCRACIA CRISTÃ;"AVERAGE PTB + PL/PR (14;22)";2024;NA;0.9147286826485822;0.04367143811568499;1.8753361411717595;1
2025;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;"AVERAGE PTB + PL/PR (14;22)";2024;NA;0.9147286826485822;0.04367143811568499;1.8753361411717595;1
2025;29;PCO;PARTIDO DA CAUSA OPERÁRIA;HL;2024;NA;-0.9529037571833344;0.04264478264601436;-1.5666597890560132;1
2025;30;NOVO;PARTIDO NOVO;MP;2024;NOVO;0.8741608055438608;0.04194153925328577;1.7985026824904813;0
2025;33;MOBILIZA;MOBILIZAÇÃO NACIONAL;"AVERAGE PTB + PL/PR (14;22)";2024;NA;0.9147286826485822;0.04367143811568499;1.8753361411717595;1
2025;35;PMB;PARTIDO DA MULHER BRASILEIRA;"AVERAGE PTB + PL/PR (14;22)";2024;NA;0.9147286826485822;0.04367143811568499;1.8753361411717595;1
2025;36;AGIR;AGIR;"AVERAGE PTB + PL/PR (14;22)";2024;NA;0.9147286826485822;0.04367143811568499;1.8753361411717595;1
2025;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;MP;2024;PSB;-0.48104472234148776;0.03560380311175841;-0.6831794991221894;0
2025;43;PV;PARTIDO VERDE;"AVERAGE PDT + PSB (12;40)";2024;NA;-0.4741343561223248;0.035736285735079074;-0.6697662794537889;1
2025;44;UNIÃO;UNIÃO BRASIL;MP;2024;UB;0.3638644842463156;0.0360515389207497;0.8354337473362077;0
2025;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;MP;2024;PSDB;0.09167712391224836;0.03373110988060275;0.339941869505565;0
2025;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;MP;2024;PSOL;-0.9529037571833344;0.04264478264601436;-1.5666597890560132;0
2025;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;MP;2024;PSD;0.13901717315513373;0.03417193890257428;0.4391114288388352;0
2025;65;PC do B;PARTIDO COMUNISTA DO BRASIL;MP;2024;PCDOB;-0.8697479264130833;0.04148791264066466;-1.4066318573930694;0
2025;70;AVANTE;AVANTE;MP;2024;AVANTE;0.09940610966916436;0.0340776063154856;0.3449161769296218;0
2025;77;SOLIDARIEDADE;SOLIDARIEDADE;MP;2024;SD;-0.0230143739151242;0.03380198345998233;0.135195669658076;0
2025;80;UP;UNIDADE POPULAR;HL;2024;NA;-0.9529037571833344;0.04264478264601436;-1.5666597890560132;1
